Bevétel;Cég;dbszám;függvénynek;ism;Gyáriszám;hadrianus azonosító;Gyártó;Típus;CPU Típus;CPU Modell;CPU Órajel (mhz);Ram (mb);Ram típus;hdd (gb);hdd típus;állapot (%);badsector (db);cd/dvd;kijelző mérete;kijelző típusa;kijelző felbontás;VGA típusa;VGA kimenet;webcam;Licensz;Licensz sorszám;Billentyűzet nyelve;Akku;állapot;Műszaki hiba;Esztétikai hiba;csomagolás;javítva/bővítve;Besz.ár;ár 1-20;ár 20+;kisker;Nettó eladási ár;Eladás dátuma;Szállító;számlázó kategoria;számlázó leltár;leltár dátum;raktárhely;egyéb;Leírás;nettó kisker ár;NYERESÉG;Szállító - javitás
2021.06.03;Bosch60;1;86400;;CND5431P54;H21/1:6673;Hp;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;256;sata ssd;100;0;nincs;15;;;Nvidia Quadro K2100M;display port;nincs;Win 8 pro;;angol;gyenge;használt B;;kopott,karcos;nincs;2021.09.28;24000;90400;86400;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;63388;export
2021.06.03;Bosch60;1;86400;;CND5208F89;H21/1:8237;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;256;m2sata ssd;100;0;nincs;15;;;Nvidia Quadro K2100M;display port;nincs;Win 8 pro;;angol;gyenge;használt B;;kopott;nincs;2021.09.28;24000;90400;86400;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;63388;export
2021.06.18;BoschBp;1;86400;;CND5290DX4;H21/1:8845;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;256;m2sata ssd;100;0;nincs;15,6;;;Nvidia K2100M;display port;nincs;Win 8 pro;;magyar;gyenge;használt B;;burkolat horpadt, kopott, display foltos;nincs;2021.07.06;20000;90400;86400;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.07.15;BoschBp;1;92000;;CND5340DNK;H21/2:2835;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;256;sata ssd;100;0;nincs;15;;;Nvidia Quadro K2100M;display port;nincs;Win 8 pro;;magyar;gyenge;használt B;;erősen kopott;nincs;2021.08.16;20000;96000;92000;;garcsere;2021.12.31;alkatrésznek;notebook;0;Renew garancia 2021.09.10;árlista;;;;-20000;alkatrésznek
2021.07.15;BoschBp;1;#HIÁNYZIK;;CND625407B;H21/2:2526;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;256;sata ssd;100;0;nincs;15;;FHD (1920 x 1080);Nvidia Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;törött burkolat;kopott;nincs;2021.11.05;20000;;;;;;;notebook;1;2022.01.07;047;;;;;
2021.05.26;BoschBp;1;100000;;CND5374J5S;H21/1:5611;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;500;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;nincs;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.06.25;20000;1040000;100000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.07.08;árlista;;;;72615;export
2021.01.15;BoschBp;1;93600;;CND5334R17;H21/0:1969;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;500;sata hdd;100;0;nincs;15;;;K2100;display port;webcam;Win 8 pro;;angol;gyenge;használt A-;;kopott;nincs;2021.02.12;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.01.15;BoschBp;1;93600;;CND5398BCN;H21/0:1987;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;500;sata hdd;100;0;nincs;15;;;K2100;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.02.15;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.05.26;BoschBp;1;93600;;CND5398BBQ;H21/1:5626;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;500;sata ssd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.25;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.01.15;BoschBp;1;86400;;CND5290DXN;H21/0:2036;Hp;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;500;sata hdd;100;0;nincs;15;;;K2100;display port;nincs;Win 8 pro;;magyar;gyenge;használt B;;horpadt fedlap, enyhe kopás;nincs;2021.02.15;28000;90400;86400;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.05.26;BoschBp;1;86400;;CND6246KZ8;H21/1:5612;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;500;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;nincs;Win 8 pro;;magyar;gyenge;használt B;;kopott, display foltos;nincs;2021.06.25;20000;90400;86400;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND6161W05;H21/1:5614;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;512;sata ssd;100;0;nincs;15;;;Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.25;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.07.15;BoschBp;1;93600;;CND5152LMN;H21/2:2493;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;750;sata hdd;100;0;nincs;15;;;Nvidia Quadro K2100M;display port;nincs;Win 8 pro;;magyar;gyenge;használt A-;;billentyűzet kopott;nincs;2021.09.27;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.07.15;BoschBp;1;93600;;CND5334R1Z;H21/2:2494;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;750;sata hdd;100;0;nincs;15;;;Nvidia Quadro K2100M;display port;nincs;Win 8 pro;;magyar;gyenge;használt A-;;billentyűzet kopott;nincs;2021.09.27;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.01.15;BoschBp;1;93600;;CND5290DWM;H21/0:1995;Hp;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;900;sata hdd;100;0;nincs;15;;;K2100 4GB;display port;nincs;Win 8 pro;;magyar;gyenge;használt A-;;horpadt;nincs;2021.02.05;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.01.15;BoschBp;1;93600;;CND5374J47;H21/0:1996;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;900;sata hdd;100;0;nincs;15;;;K2100;display port;nincs;Win 8 pro;;angol;gyenge;használt A-;;karcos;nincs;2021.02.05;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.03.31;BoschBp;1;93600;;CND625407C;H21/0:4954;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;900;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;karcos;nincs;2021.05.14;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.03.31;BoschBp;1;93600;;CND625406S;H21/0:4971;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;900;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;disp folt;nincs;2021.05.14;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.03.31;BoschBp;1;93600;;CND6161W06;H21/0:4978;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;900;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott ;nincs;2021.05.14;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.05.26;BoschBp;1;93600;;CND61332G7;H21/1:5557;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;900;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;angol;gyenge;használt A-;;;nincs;2021.06.25;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND6125Z3Y;H21/1:5558;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;900;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.25;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.03.31;BoschBp;1;93600;;CND5398BD7;H21/0:4969;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;900;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;karcos, kopott;nincs;2021.05.14;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.05.26;BoschBp;1;104000;;CND6161W03;H21/1:5321;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.06.25;20000;108000;104000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.07.08;árlista;;;;72615;export
2021.05.26;BoschBp;1;104000;;CND5398BDH;H21/1:5323;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.06.25;20000;108000;104000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.07.06;árlista;;;;72615;export
2021.05.26;BoschBp;1;104000;;CND6255QV3;H21/1:5463;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;nincs;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.06.25;20000;108000;104000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.07.08;árlista;;;;72615;export
2021.05.26;BoschBp;1;104000;;CND61332G6;H21/1:5477;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.06.25;20000;108000;104000;;104 000;2021.09.20;nagyker - Star Elektro;notebook;0;2021.07.06;árlista;;;;84000;nagyker
2021.01.15;BoschBp;1;93600;;CND5467X72;H21/0:1962;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.02.12;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.01.15;BoschBp;1;93600;;CND5467X6Q;H21/0:1965;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.02.12;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.01.15;BoschBp;1;93600;;CND5467X6N;H21/0:1989;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100;display port;nincs;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.02.15;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.05.26;BoschBp;1;93600;;CND6255QTN;H21/1:5447;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.24;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND61332GB;H21/1:5461;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.25;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND6246KZ9;H21/1:5469;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;nincs;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;2021.06.25;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND6255QTD;H21/1:5523;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.24;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND625406Y;H21/1:5550;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.24;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND6125Z3S;H21/1:5552;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott burkolat és touchpad;nincs;2021.06.24;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND6255QTJ;H21/1:5553;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.24;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND6255QTT;H21/1:5634;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.25;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND6161W0X;H21/1:5641;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;2021.06.25;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.05.26;BoschBp;1;93600;;CND6125Z35;H21/1:5451;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;display foltos, kopott;nincs;2021.06.24;20000;97600;93600;;88 108;2021.12.20;export - Piramide;notebook;0;2021.09.30;árlista;;;;68108;export
2021.05.26;BoschBp;1;93600;;CND6161W08;H21/1:5452;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;enyhén karcos burkolat, lötyögős display;nincs;2021.06.24;20000;97600;93600;;88 108;2021.12.20;export - Piramide;notebook;0;2021.09.30;árlista;;;;68108;export
2021.05.26;BoschBp;1;100000;;CND61332GC;H21/1:5459;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.25;20000;104000;100000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.07.27;árlista;;;;72615;export
2021.05.26;BoschBp;1;100000;;CND5398BCV;H21/1:5474;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.06.25;20000;104000;100000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.07.27;árlista;;;;72615;export
2021.05.26;BoschBp;1;102600;;CND5374J62;H21/1:5317;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;Quadro K2100M;display port;nincs;Win 8 pro;;magyar;új;használt A-;;kopott, display foltos;nincs;2021.06.24;20000;106600;102600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.01.15;BoschBp;1;93600;;CND5467X7C;H21/0:2030;Hp;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;kopott, display folt;nincs;2021.02.15;28000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;59388;export
2021.05.26;BoschBp;1;93600;;CND5398BCJ;H21/1:5623;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1000;sata hdd;100;0;nincs;15;;;K2100 2GB;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;törött ház, enyhén kopott;nincs;2021.06.25;20000;97600;93600;;87 388;2021.11.16;export - Piramide;notebook;0;2021.09.30;árlista;;;;67388;export
2021.06.18;BoschBp;1;104000;;CND625406W;H21/1:9342;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1024;sata hdd;100;0;nincs;15;1920x1080;;K2100;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.07.06;20000;108000;104000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.08.05;árlista;;;;72615;export
2021.06.18;BoschBp;1;104000;;CND6125Z3X;H21/2:0620;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1024;sata hdd;100;0;nincs;15;;;Nvidia K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.07.06;20000;108000;104000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.08.05;árlista;;;;72615;export
2021.06.18;BoschBp;1;104000;;CND6161W04;H21/2:0632;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1024;sata hdd;100;0;nincs;15;;;Nvidia K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.07.06;20000;108000;104000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.08.05;árlista;;;;72615;export
2021.06.18;BoschBp;1;104000;;CND5398BC0;H21/2:0636;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1024;sata hdd;100;0;nincs;15;;;Nvidia Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.07.07;20000;108000;104000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.08.05;árlista;;;;72615;export
2021.06.18;BoschBp;1;104000;;CND5398BCK;H21/2:0637;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1024;sata hdd;100;0;nincs;15;;;Nvidia K2100M;display port;webcam;Win 8 pro;;magyar;új;használt A;;;nincs;2021.07.06;4000;108000;104000;;92 615;2021.10.04;export - Citgroup;notebook;0;2021.08.05;árlista;;;;88615;export
2021.08.17;BoschBp;1;104000;;CND5467X7P;H21/2:6074;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1024;sata hdd;100;0;nincs;15;;;Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.10.25;20000;108000;104000;;104 000;2021.11.24;nagyker - Star Elektro;notebook;0;2021.10.28;árlista;;;;84000;nagyker
2021.06.18;BoschBp;1;104000;;CND5398BDP;H21/2:0641;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1024;sata hdd;100;0;nincs;15;1920x1080;;K2100;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.07.06;20000;108000;104000;;104 000;2021.12.15;nagyker - StarElektro;notebook;0;2021.12.01;árlista;;;;84000;nagyker
2021.07.15;BoschBp;1;104000;;CND6161W0Y;H21/2:2491;HP;Zbook 15 G2;Core i7;4810MQ;2800;8192;ddr3;1024;sata hdd;100;0;nincs;15;;;Quadro K2100M;display port;webcam;Win 8 pro;;magyar;gyenge;használt A;;;nincs;2021.09.24;20000;108000;104000;;104 000;2021.12.15;nagyker - StarElektro;notebook;0;2021.12.01;árlista;;;;84000;nagyker
